"cmpd1","cmpd2","chem_sim","jaccard_sim","n_pairs","n_pairs_prior","pearson_corr","n_common","sim_score","freq_score"
10415,10008,0.130952380952381,0.2,13,13,-0.77,7,-0.44,0.15348
10415,10008,0.130952380952381,0.2,13,13,-0.77,7,-0.44,0.15348
10415,10008,0.130952380952381,0.2,13,13,-0.77,7,-0.44,0.15348
10417,10008,0.195652173913043,0.3,1,3,-0.43,7,-0.31,0.5007
10417,10008,0.195652173913043,0.3,1,3,-0.43,7,-0.31,0.5007
10011,10008,0.125,0.286,211,394,0.42,10,0.24,0.46174
10011,10008,0.125,0.286,211,394,0.14,44,0.12,0.85173
10011,10008,0.125,0.286,211,394,0.42,10,0.24,0.46174
10011,10008,0.125,0.286,211,394,-0.8,3,-0.7,0.44796
10011,10008,0.125,0.286,211,394,-0.8,3,-0.7,0.44796
10011,10008,0.125,0.286,211,394,0.14,44,0.12,0.85173
10416,10008,0.142857142857143,0.2,1,3,-0.01,26,-0.01,0.98829
10416,10008,0.142857142857143,0.2,1,3,-0.01,26,-0.01,0.98829
10382,10008,0.164835164835165,0.2,1,1,0.64,9,0.5,0.22449
10382,10008,0.164835164835165,0.2,1,1,0.64,9,0.5,0.22449
10385,10008,0.0816326530612245,0.349,65,65,-0.2,8,-0.16,0.7227
10385,10008,0.0816326530612245,0.349,65,65,-0.2,8,-0.16,0.7227
10385,10008,0.0816326530612245,0.349,65,65,-0.2,8,-0.16,0.7227
10010,10008,0.171428571428571,0.244,109,376,0.42,9,0.36,0.47692
10010,10008,0.171428571428571,0.244,109,376,0.42,9,0.36,0.47692
10143,10008,0.188118811881188,0.331,31,31,-0.4,12,-0.3,0.47054
10143,10008,0.188118811881188,0.331,31,31,-0.4,12,-0.3,0.47054
10009,10008,0.130434782608696,0.247,17,91,0.04,11,0.04,0.92623
10040,10008,0.125,0.262,322,402,-0.21,9,-0.17,0.71522
10040,10008,0.125,0.262,322,402,-0.21,9,-0.17,0.71522
10040,10008,0.125,0.262,322,402,-0.21,9,-0.17,0.71522
10013,10008,0.155963302752294,0.262,161,393,-0.32,8,-0.3,0.59715
10013,10008,0.155963302752294,0.262,161,393,-0.32,8,-0.3,0.59715
10013,10008,0.155963302752294,0.262,161,393,-0.32,8,-0.3,0.59715
10007,10008,0.0761904761904762,0.1,1,1,-0.48,6,-0.38,0.47049
10007,10008,0.0761904761904762,0.1,1,1,-0.48,6,-0.38,0.47049
10007,10008,0.0761904761904762,0.1,1,1,0,242,0,0.99902
10007,10008,0.0761904761904762,0.1,1,1,0,242,0,0.99902
10007,10008,0.0761904761904762,0.1,1,1,-0.48,6,-0.38,0.47049
10007,10008,0.0761904761904762,0.1,1,1,0,242,0,0.99902
10035,10008,0.0952380952380952,0.237,90,316,0,355,0,0.99978
10035,10008,0.0952380952380952,0.237,90,316,0,355,0,0.99978
10035,10008,0.0952380952380952,0.237,90,316,0,355,0,0.99978
10032,10008,0.137614678899083,0.207,18,27,0.09,360,0.09,0.97146
10032,10008,0.137614678899083,0.207,18,27,0.09,360,0.09,0.97146
10032,10008,0.137614678899083,0.207,18,27,0.09,360,0.09,0.97146
10422,10008,0.160377358490566,0.326,23,28,-0.24,9,-0.24,0.67801
10422,10008,0.160377358490566,0.326,23,28,-0.24,9,-0.24,0.67801
10114,10008,0.166666666666667,0.331,164,389,0.15,389,0.11,0.92668
10114,10008,0.166666666666667,0.331,164,389,0.15,389,0.11,0.92668
10037,10008,0.176991150442478,0.324,109,390,0.06,12,0.05,0.90806
10037,10008,0.176991150442478,0.324,109,390,0.06,12,0.05,0.90806
10006,10008,0.144329896907216,0.259,90,123,0.08,265,0.06,0.9745
10006,10008,0.144329896907216,0.259,90,123,0.08,265,0.06,0.9745
10094,10008,0.11214953271028,0.24,101,356,0.03,8,0.03,0.94674
10094,10008,0.11214953271028,0.24,101,356,0.03,8,0.03,0.94674
10199,10008,0.173076923076923,0.314,5,5,0.3,7,0.24,0.62926
10199,10008,0.173076923076923,0.314,5,5,0.3,7,0.24,0.62926
10454,10008,0.0595238095238095,0.264,22,23,0.5,7,0.41,0.42102
10093,10008,0.106796116504854,0.24,100,326,0,354,0,0.99961
10069,10009,0.150537634408602,0.228,17,89,0.12,11,0.08,0.8145
10042,10009,0.146067415730337,0.229,7,90,-0.31,11,-0.16,0.58952
10041,10009,0.158415841584158,0.257,12,90,-0.14,10,-0.14,0.79364
10128,10009,0.10377358490566,0.173,21,89,-0.26,10,-0.24,0.65416
10080,10009,0.168539325842697,0.2,2,88,0.26,11,0.26,0.6505
10228,10009,0.141304347826087,0.234,11,11,0.77,8,0.58,0.12168
10138,10009,0.101123595505618,0.288,23,89,0.57,9,0.45,0.30626
10226,10009,0.131868131868132,0.229,7,89,0.12,5,0.09,0.86777
10226,10009,0.131868131868132,0.229,7,89,-0.57,4,-0.44,0.49614
10071,10009,0.111111111111111,0.296,16,64,0.13,10,0.07,0.80662
10288,10009,0.139784946236559,0.25,2,2,-0.24,10,-0.22,0.67243
10130,10009,0.147058823529412,0.2,5,89,-0.26,9,-0.25,0.65156
10220,10009,0.117647058823529,0.228,41,89,0.52,9,0.27,0.35647
10155,10009,0.102803738317757,0.5,1,1,-0.1,9,-0.09,0.84639
10229,10009,0.186813186813187,0.2,2,86,0.93,7,0.79,0.04704
10047,10009,0.180851063829787,0.227,3,91,0.11,11,0.06,0.83209
10444,10009,0.289156626506024,0.277,39,89,-0.17,10,-0.17,0.75742
10206,10009,0.177777777777778,0.24,10,90,0.76,10,0.73,0.10048
10222,10009,0.223404255319149,0.1,1,1,-0.14,10,-0.14,0.79631
10072,10009,0.134615384615385,0.231,34,35,0.5,10,0.25,0.36699
10026,10009,0.13265306122449,0.15,2,68,0,9,0,0.99473
10176,10009,0.0921052631578947,0.288,33,34,0.08,8,0.06,0.88369
10073,10009,0.0638297872340425,0.15,4,68,0.38,11,0.34,0.50641
10049,10009,0.134831460674157,0.283,12,91,-0.09,13,-0.05,0.85723
10021,10009,0.102040816326531,0.251,47,89,-0.14,11,-0.07,0.79116
10129,10009,0.114583333333333,0.183,6,50,-0.39,11,-0.29,0.49799
10023,10009,0.177083333333333,0.277,9,90,0.72,10,0.37,0.13121
10230,10009,0.129032258064516,0.215,82,91,0.35,10,0.35,0.54365
10232,10009,0.155555555555556,0.287,15,86,0.68,8,0.35,0.205
10126,10009,0.170731707317073,0.312,4,89,-0.2,9,-0.17,0.72068
10004,10009,0.129411764705882,0.183,15,89,0.29,11,0.28,0.61342
10024,10009,0.174757281553398,0.211,72,90,-0.22,10,-0.11,0.69631
10137,10009,0.176470588235294,0.2,2,11,0.2,10,0.1,0.71719
10403,10009,0.142857142857143,0.2,1,1,0.46,5,0.28,0.53045
10157,10009,0.245098039215686,0.179,40,90,-0.21,9,-0.21,0.70703
10098,10009,0.285714285714286,0.288,25,89,-0.11,11,-0.06,0.82531
10443,10009,0.19047619047619,0.288,41,89,0.23,10,0.12,0.68155
10168,10009,0.130952380952381,0.301,8,89,-0.03,9,-0.03,0.94648
10159,10009,0.125,0.265,17,70,-0.16,10,-0.16,0.76219
10001,10009,0.160919540229885,0.261,3,88,-0.09,13,-0.05,0.8543
10167,10009,0.12987012987013,0.278,14,90,-0.27,6,-0.15,0.68101
10391,10009,0.163265306122449,0.284,32,34,-0.18,11,-0.15,0.74114
10133,10009,0.173076923076923,0.25,4,89,-0.16,11,-0.16,0.76706
10152,10009,0.105769230769231,0.277,13,14,-0.33,11,-0.31,0.57182
10050,10009,0.145833333333333,0.2,4,76,-0.15,12,-0.08,0.77311
10134,10009,0.170731707317073,0.1,2,3,-0.34,5,-0.27,0.64962
10399,10009,0.0909090909090909,0.2,1,1,0.01,10,0.01,0.97627
10181,10009,0.105882352941176,0.2,2,89,-0.02,8,-0.01,0.9726
10051,10009,0.186274509803922,0.27,7,91,0.08,9,0.04,0.86912
10014,10009,0.218390804597701,0.279,24,78,-0.07,9,-0.04,0.89053
10385,10009,0.101123595505618,0.301,12,12,0.57,9,0.45,0.30626
10202,10009,0.240506329113924,0.3,1,1,0.39,7,0.32,0.54234
10099,10009,0.148514851485149,0.211,9,90,0.49,8,0.25,0.40897
10008,10009,0.130434782608696,0.247,17,91,0.04,11,0.02,0.92623
10027,10009,0.136842105263158,0.219,32,91,-0.28,9,-0.28,0.62871
10177,10009,0.144444444444444,0.225,8,89,0.05,13,0.04,0.92345
10037,10009,0.126126126126126,0.2,7,89,-0.03,7,-0.02,0.95401
10056,10009,0.138297872340426,0.2,2,89,-0.23,6,-0.11,0.73376
10169,10009,0.141414141414141,0.229,16,89,-0.12,9,-0.06,0.8142
10132,10009,0.0760869565217391,0.232,20,89,0.34,11,0.32,0.55941
10079,10009,0.133333333333333,0.2,1,65,0.86,9,0.44,0.05214
10199,10009,0.0961538461538462,0.233,3,3,0.8,8,0.66,0.10463
10115,10009,0.13953488372093,0.231,6,6,-0.34,10,-0.3,0.55908
10059,10009,0.106382978723404,0.2,2,86,0.15,8,0.12,0.79117
10101,10009,0.0543478260869565,0.2,1,76,0.82,4,0.59,0.26174
10097,10009,0.266666666666667,0.266,15,90,0.17,9,0.09,0.75992
10032,10009,0.148514851485149,0.1,1,5,-0.25,11,-0.13,0.66286
10135,10009,0.211764705882353,0.289,27,29,-0.08,10,-0.08,0.86903
10182,10009,0.10989010989011,0.261,19,89,0.3,11,0.29,0.60019
10061,10009,0.119047619047619,0.2,2,85,0.6,11,0.31,0.23682
10510,10009,0.115384615384615,0.233,3,4,0.57,3,0.29,0.60323
10020,10009,0.12,0.221,26,90,-0.17,14,-0.09,0.76327
10146,10009,0.161290322580645,0.2,1,73,-0.07,10,-0.07,0.88977
10165,10009,0.168539325842697,0.309,13,13,0.28,7,0.21,0.65157
10180,10009,0.115789473684211,0.296,25,28,-0.18,13,-0.09,0.7468
10057,10009,0.125,0.1,2,2,-0.29,11,-0.15,0.61342
10351,10009,0.153846153846154,0.1,1,1,0.05,9,0.04,0.9223
10085,10009,0.17,0.15,2,56,-0.13,10,-0.1,0.80534
10188,10009,0.104761904761905,0.2,1,1,0.51,10,0.26,0.35292
10011,10009,0.111111111111111,0.216,26,91,0.27,10,0.15,0.64282
10141,10009,0.117647058823529,0.247,53,90,0.07,6,0.05,0.91162
10114,10009,0.168539325842697,0.259,15,89,-0.04,10,-0.02,0.92835
10068,10009,0.129032258064516,0.2,2,62,0.35,9,0.28,0.54928
10304,10009,0.104651162790698,0.315,10,14,-0.2,13,-0.1,0.72034
10040,10009,0.159574468085106,0.224,60,90,0.39,11,0.34,0.49799
10143,10009,0.142857142857143,0.25,4,4,0.26,14,0.2,0.65058
10151,10009,0.142857142857143,0.201,45,89,-0.08,10,-0.07,0.87789
10013,10009,0.145631067961165,0.25,6,91,0.48,9,0.48,0.41052
10147,10009,0.120481927710843,0.2,2,76,0.05,11,0.05,0.91669
10006,10009,0.119565217391304,0.197,13,28,-0.27,10,-0.14,0.6438
10150,10009,0.121495327102804,0.2,4,4,0.34,10,0.17,0.55908
10094,10009,0.180851063829787,0.2,3,86,-0.19,9,-0.18,0.72993
10120,10009,0.181818181818182,0.272,18,90,0.04,10,0.02,0.93293
10010,10009,0.173469387755102,0.225,4,88,0.06,10,0.05,0.90974
10123,10009,0.192771084337349,0.333,2,89,0.97,4,0.64,0.11552
10422,10009,0.105769230769231,0.3,2,3,-0.07,9,-0.07,0.88754
10198,10009,0.265060240963855,0.284,19,90,-0.15,9,-0.08,0.78655
10204,10010,0.166666666666667,0.18,5,6,0.55,9,0.43,0.33043
10204,10010,0.166666666666667,0.18,5,6,0.55,9,0.43,0.33043
10073,10010,0.101851851851852,0.155,11,257,0.13,10,0.11,0.80771
10073,10010,0.101851851851852,0.155,11,257,0.13,10,0.11,0.80771
10174,10010,0.0816326530612245,0.2,3,3,0.06,7,0.03,0.9075
10174,10010,0.0816326530612245,0.2,3,3,0.06,7,0.03,0.9075
10014,10010,0.126126126126126,0.261,97,266,-0.6,8,-0.31,0.28982
10072,10010,0.141666666666667,0.241,143,145,0.63,10,0.32,0.22021
10072,10010,0.141666666666667,0.241,143,145,0.63,10,0.32,0.22021
10071,10010,0.121739130434783,0.275,79,201,-0.11,8,-0.06,0.83339
10050,10010,0.216981132075472,0.2,16,290,-0.11,10,-0.06,0.83447
10050,10010,0.216981132075472,0.2,16,290,-0.11,10,-0.06,0.83447
10126,10010,0.116504854368932,0.247,43,367,0.15,10,0.13,0.78056
10126,10010,0.116504854368932,0.247,43,367,0.15,10,0.13,0.78056
10101,10010,0.12621359223301,0.2,6,316,0.49,4,0.36,0.57447
10101,10010,0.12621359223301,0.2,6,316,0.49,4,0.36,0.57447
10101,10010,0.12621359223301,0.2,6,316,0.49,4,0.36,0.57447
10403,10010,0.0918367346938776,0.2,1,2,-0.87,3,-0.49,0.37562
10069,10010,0.0956521739130435,0.255,77,366,0.11,9,0.07,0.83693
10069,10010,0.0956521739130435,0.255,77,366,0.11,9,0.07,0.83693
10399,10010,0.105769230769231,0.131,16,19,0.15,8,0.13,0.78719
10489,10010,0.1,0.3,2,2,0.45,7,0.24,0.47952
10129,10010,0.135135135135135,0.19,29,190,-0.1,9,-0.07,0.85356
10129,10010,0.135135135135135,0.19,29,190,-0.1,9,-0.07,0.85356
10047,10010,0.101694915254237,0.255,53,375,-0.31,11,-0.16,0.58482
10047,10010,0.101694915254237,0.255,53,375,-0.31,11,-0.16,0.58482
10206,10010,0.179245283018868,0.245,72,369,0.67,9,0.61,0.19939
10206,10010,0.179245283018868,0.245,72,369,0.67,9,0.61,0.19939
10138,10010,0.10377358490566,0.251,153,367,-0.06,8,-0.04,0.91226
10138,10010,0.10377358490566,0.251,153,367,-0.06,8,-0.04,0.91226
10228,10010,0.107142857142857,0.198,60,61,0.69,7,0.49,0.22834
10228,10010,0.107142857142857,0.198,60,61,0.69,7,0.49,0.22834
10503,10010,0.0707070707070707,0.2,1,3,-0.02,9,-0.01,0.96087
10503,10010,0.0707070707070707,0.2,1,3,-0.02,9,-0.01,0.96087
10024,10010,0.129032258064516,0.203,312,373,-0.09,8,-0.04,0.86994
10128,10010,0.12396694214876,0.205,75,368,0.35,9,0.31,0.54928
10128,10010,0.12396694214876,0.205,75,368,0.35,9,0.31,0.54928
10059,10010,0.0982142857142857,0.189,9,332,0.95,8,0.79,0.02567
10059,10010,0.0982142857142857,0.189,9,332,0.95,8,0.79,0.02567
10041,10010,0.162393162393162,0.251,85,373,-0.53,8,-0.48,0.36555
10041,10010,0.162393162393162,0.251,85,373,-0.53,8,-0.48,0.36555
10026,10010,0.130434782608696,0.178,9,274,0.21,8,0.11,0.7184
10026,10010,0.130434782608696,0.178,9,274,0.21,8,0.11,0.7184
10026,10010,0.130434782608696,0.178,9,274,0.21,8,0.11,0.7184
10229,10010,0.144144144144144,0.225,8,334,0.42,7,0.36,0.50174
10229,10010,0.144144144144144,0.225,8,334,0.42,7,0.36,0.50174
10118,10010,0.136363636363636,0.2,2,2,0.55,10,0.46,0.30593
10118,10010,0.136363636363636,0.2,2,2,0.55,10,0.46,0.30593
10023,10010,0.157894736842105,0.255,57,369,0.77,9,0.39,0.10457
10137,10010,0.148760330578512,0.25,6,26,0.03,8,0.02,0.94674
10013,10010,0.104838709677419,0.266,67,373,-0.4,7,-0.35,0.52971
10013,10010,0.104838709677419,0.266,67,373,-0.4,7,-0.35,0.52971
10032,10010,0.163793103448276,0.178,8,27,0.02,9,0.01,0.96419
10032,10010,0.163793103448276,0.178,8,27,0.02,9,0.01,0.96419
10006,10010,0.0892857142857143,0.203,68,116,-0.66,8,-0.34,0.22642
10006,10010,0.0892857142857143,0.203,68,116,-0.66,8,-0.34,0.22642
10194,10010,0.204081632653061,0.169,13,13,0.39,9,0.37,0.50628
10194,10010,0.204081632653061,0.169,13,13,0.39,9,0.37,0.50628
10232,10010,0.118181818181818,0.268,79,341,0.47,7,0.24,0.457
10157,10010,0.186991869918699,0.183,189,370,0.16,8,0.15,0.77954
10157,10010,0.186991869918699,0.183,189,370,0.16,8,0.15,0.77954
10248,10010,0.088,0.1,1,1,-0.68,7,-0.34,0.23486
10385,10010,0.10377358490566,0.278,63,63,-0.06,8,-0.04,0.91226
10385,10010,0.10377358490566,0.278,63,63,-0.06,8,-0.04,0.91226
10130,10010,0.133333333333333,0.192,30,367,-0.32,8,-0.29,0.60041
10130,10010,0.133333333333333,0.192,30,367,-0.32,8,-0.29,0.60041
10202,10010,0.0833333333333333,0.25,6,6,-0.17,8,-0.14,0.76807
10202,10010,0.0833333333333333,0.25,6,6,-0.17,8,-0.14,0.76807
10169,10010,0.128205128205128,0.249,82,368,0.13,9,0.07,0.80509
10169,10010,0.128205128205128,0.249,82,368,0.13,9,0.07,0.80509
10387,10010,0.150793650793651,0.1,1,1,-0.17,7,-0.15,0.77972
10387,10010,0.150793650793651,0.1,1,1,-0.17,7,-0.15,0.77972
10132,10010,0.102803738317757,0.242,88,369,0.07,10,0.06,0.89138
10132,10010,0.102803738317757,0.242,88,369,0.07,10,0.06,0.89138
10020,10010,0.149122807017544,0.209,143,372,-0.33,9,-0.17,0.57519
10020,10010,0.149122807017544,0.209,143,372,-0.33,9,-0.17,0.57519
10176,10010,0.0851063829787234,0.291,130,137,0.25,7,0.17,0.68573
10147,10010,0.0566037735849057,0.212,8,302,-0.33,7,-0.26,0.60424
10147,10010,0.0566037735849057,0.212,8,302,-0.33,7,-0.26,0.60424
10382,10010,0.147058823529412,0.2,1,1,0.43,11,0.36,0.44464
10382,10010,0.147058823529412,0.2,1,1,0.43,11,0.36,0.44464
10139,10010,0.0961538461538462,0.167,3,3,0.99,5,0.72,0.03101
10139,10010,0.0961538461538462,0.167,3,3,0.99,5,0.72,0.03101
10114,10010,0.160377358490566,0.242,113,368,0.44,8,0.22,0.46519
10114,10010,0.160377358490566,0.242,113,368,0.44,8,0.22,0.46519
10133,10010,0.281818181818182,0.28,36,367,-0.06,8,-0.05,0.91513
10133,10010,0.281818181818182,0.28,36,367,-0.06,8,-0.05,0.91513
10049,10010,0.132075471698113,0.271,81,373,0,10,0,0.99822
10049,10010,0.132075471698113,0.271,81,373,0,10,0,0.99822
10152,10010,0.135593220338983,0.29,70,70,-0.17,10,-0.16,0.7516
10180,10010,0.126126126126126,0.293,99,112,-0.24,9,-0.12,0.67699
10180,10010,0.126126126126126,0.293,99,112,-0.24,9,-0.12,0.67699
10199,10010,0.136752136752137,0.225,4,4,0.57,8,0.47,0.32886
10199,10010,0.136752136752137,0.225,4,4,0.57,8,0.47,0.32886
10140,10010,0.150943396226415,0.2,9,190,0.69,8,0.58,0.19427
10140,10010,0.150943396226415,0.2,9,190,0.69,8,0.58,0.19427
10115,10010,0.0934579439252336,0.197,36,37,0.31,8,0.25,0.61104
10304,10010,0.0961538461538462,0.3,35,44,-0.01,11,-0.01,0.98093
10134,10010,0.13986013986014,0.212,8,9,0.5,6,0.42,0.44946
10134,10010,0.13986013986014,0.212,8,9,0.5,6,0.42,0.44946
10181,10010,0.0970873786407767,0.256,25,367,0.5,6,0.35,0.44462
10181,10010,0.0970873786407767,0.256,25,367,0.5,6,0.35,0.44462
10051,10010,0.261261261261261,0.291,30,375,0.01,8,0,0.99008
10051,10010,0.261261261261261,0.291,30,375,0.01,8,0,0.99008
10182,10010,0.132075471698113,0.251,108,368,0.06,9,0.06,0.89819
10182,10010,0.132075471698113,0.251,108,368,0.06,9,0.06,0.89819
10439,10010,0.138888888888889,0.2,4,5,0.97,6,0.66,0.03889
10439,10010,0.138888888888889,0.2,4,5,0.97,6,0.66,0.03889
10439,10010,0.138888888888889,0.2,4,5,0.97,6,0.66,0.03889
10080,10010,0.118181818181818,0.17,10,306,-0.32,9,-0.29,0.59168
10080,10010,0.118181818181818,0.17,10,306,-0.32,9,-0.29,0.59168
10440,10010,0.0891089108910891,0.227,11,11,0.88,5,0.44,0.13252
10440,10010,0.0891089108910891,0.227,11,11,0.88,5,0.44,0.13252
10230,10010,0.087719298245614,0.173,339,372,-0.06,8,-0.05,0.90814
10146,10010,0.154545454545455,0.162,8,230,-0.54,9,-0.52,0.33485
10146,10010,0.154545454545455,0.162,8,230,-0.54,9,-0.52,0.33485
10165,10010,0.128440366972477,0.3,66,66,0.67,5,0.45,0.31908
10165,10010,0.128440366972477,0.3,66,66,0.67,5,0.45,0.31908
10165,10010,0.128440366972477,0.3,66,66,0.67,5,0.45,0.31908
10444,10010,0.177570093457944,0.263,173,366,0.08,8,0.08,0.8753
10444,10010,0.177570093457944,0.263,173,366,0.08,8,0.08,0.8753
10222,10010,0.313725490196078,0.667,2,2,0.07,8,0.07,0.89065
10222,10010,0.313725490196078,0.667,2,2,0.07,8,0.07,0.89065
10222,10010,0.313725490196078,0.667,2,2,0.07,8,0.07,0.89065
10412,10010,0.11864406779661,0.2,4,4,-0.08,4,-0.05,0.92334
10412,10010,0.11864406779661,0.2,4,4,-0.08,4,-0.05,0.92334
10027,10010,0.0948275862068965,0.216,149,372,0.16,7,0.14,0.78725
10027,10010,0.0948275862068965,0.216,149,372,0.16,7,0.14,0.78725
10027,10010,0.0948275862068965,0.216,149,372,0.16,7,0.14,0.78725
10177,10010,0.161904761904762,0.219,39,366,0.36,10,0.28,0.53275
10177,10010,0.161904761904762,0.219,39,366,0.36,10,0.28,0.53275
10168,10010,0.0754716981132075,0.278,41,367,0.52,8,0.41,0.38245
10168,10010,0.0754716981132075,0.278,41,367,0.52,8,0.41,0.38245
10159,10010,0.162393162393162,0.264,102,291,0.07,8,0.06,0.89931
10159,10010,0.162393162393162,0.264,102,291,0.07,8,0.06,0.89931
10141,10010,0.176991150442478,0.242,273,373,0.54,6,0.4,0.41137
10141,10010,0.176991150442478,0.242,273,373,0.54,6,0.4,0.41137
10057,10010,0.102803738317757,0.1,3,3,-0.82,8,-0.42,0.08833
10085,10010,0.192982456140351,0.264,7,221,0.21,8,0.15,0.7216
10085,10010,0.192982456140351,0.264,7,221,0.21,8,0.15,0.7216
10235,10010,0.0886075949367089,0.2,1,1,-0.17,8,-0.13,0.76137
10235,10010,0.0886075949367089,0.2,1,1,-0.17,8,-0.13,0.76137
10079,10010,0.131147540983607,0.192,13,248,0.53,7,0.27,0.39433
10042,10010,0.152380952380952,0.23,48,369,-0.14,10,-0.07,0.79631
10021,10010,0.123893805309735,0.248,214,370,0.37,7,0.19,0.55975
10021,10010,0.123893805309735,0.248,214,370,0.37,7,0.19,0.55975
10004,10010,0.105769230769231,0.177,43,366,0.1,10,0.09,0.84387
10004,10010,0.105769230769231,0.177,43,366,0.1,10,0.09,0.84387
10514,10010,0.121212121212121,0.233,3,15,0.29,7,0.23,0.64187
10220,10010,0.108333333333333,0.223,205,369,0.4,7,0.2,0.52379
10098,10010,0.257425742574257,0.29,143,368,0.37,9,0.19,0.52639
10098,10010,0.257425742574257,0.29,143,368,0.37,9,0.19,0.52639
10391,10010,0.166666666666667,0.277,130,137,0.38,9,0.29,0.52202
10391,10010,0.166666666666667,0.277,130,137,0.38,9,0.29,0.52202
10443,10010,0.144230769230769,0.272,179,366,0.71,8,0.36,0.18202
10443,10010,0.144230769230769,0.272,179,366,0.71,8,0.36,0.18202
10443,10010,0.144230769230769,0.272,179,366,0.71,8,0.36,0.18202
10178,10010,0.150943396226415,0.12,5,5,-0.7,9,-0.56,0.1665
10178,10010,0.150943396226415,0.12,5,5,-0.7,9,-0.56,0.1665
10150,10010,0.139344262295082,0.174,35,35,0.21,8,0.11,0.71329
10150,10010,0.139344262295082,0.174,35,35,0.21,8,0.11,0.71329
10001,10010,0.132075471698113,0.248,21,356,0.05,11,0.03,0.91071
10001,10010,0.132075471698113,0.248,21,356,0.05,11,0.03,0.91071
10188,10010,0.125,0.2,3,3,0.53,9,0.27,0.35212
10188,10010,0.125,0.2,3,3,0.53,9,0.27,0.35212
10008,10010,0.171428571428571,0.244,109,376,0.42,9,0.21,0.47692
10008,10010,0.171428571428571,0.244,109,376,0.42,9,0.21,0.47692
10120,10010,0.271028037383178,0.279,100,374,0.15,8,0.08,0.79117
10068,10010,0.127272727272727,0.167,6,220,0.32,9,0.26,0.58697
10068,10010,0.127272727272727,0.167,6,220,0.32,9,0.26,0.58697
10009,10010,0.173469387755102,0.225,4,88,0.06,10,0.05,0.90974
10351,10010,0.148760330578512,0.19,10,10,0.28,9,0.26,0.62761
10351,10010,0.148760330578512,0.19,10,10,0.28,9,0.26,0.62761
10288,10010,0.116071428571429,0.16,5,5,0.09,8,0.07,0.86855
10288,10010,0.116071428571429,0.16,5,5,0.09,8,0.07,0.86855
10135,10010,0.119266055045872,0.284,104,118,-0.28,9,-0.26,0.62761
10135,10010,0.119266055045872,0.284,104,118,-0.28,9,-0.26,0.62761
10198,10010,0.227722772277228,0.243,111,373,0.16,8,0.09,0.7694
10011,10010,0.0720720720720721,0.255,138,369,0.06,10,0.03,0.90974
10011,10010,0.0720720720720721,0.255,138,369,0.06,10,0.03,0.90974
10142,10010,0.127118644067797,0.1,2,2,-0.61,8,-0.52,0.28578
10142,10010,0.127118644067797,0.1,2,2,-0.61,8,-0.52,0.28578
10056,10010,0.166666666666667,0.222,7,366,-0.64,5,-0.32,0.35433
10056,10010,0.166666666666667,0.222,7,366,-0.64,5,-0.32,0.35433
10040,10010,0.174311926605505,0.2,288,372,0.21,9,0.17,0.71411
10040,10010,0.174311926605505,0.2,288,372,0.21,9,0.17,0.71411
10143,10010,0.15929203539823,0.214,31,31,-0.22,12,-0.16,0.69772
10143,10010,0.15929203539823,0.214,31,31,-0.22,12,-0.16,0.69772
10007,10010,0.148148148148148,0.1,1,1,0.24,7,0.2,0.6986
10007,10010,0.148148148148148,0.1,1,1,0.24,7,0.2,0.6986
10061,10010,0.0970873786407767,0.2,10,330,0.06,9,0.03,0.90886
10005,10010,0.203883495145631,0.129,7,7,0.41,7,0.34,0.52167
10005,10010,0.203883495145631,0.129,7,7,0.41,7,0.34,0.52167
10121,10010,0.122448979591837,0.2,1,1,-0.24,7,-0.15,0.6965
10099,10010,0.163793103448276,0.21,58,368,0.8,6,0.4,0.15764
10099,10010,0.163793103448276,0.21,58,368,0.8,6,0.4,0.15764
10094,10010,0.150442477876106,0.217,6,339,0.1,8,0.09,0.85319
10094,10010,0.150442477876106,0.217,6,339,0.1,8,0.09,0.85319
10225,10010,0.145454545454545,0.19,10,10,-0.02,9,-0.02,0.96605
10225,10010,0.145454545454545,0.19,10,10,-0.02,9,-0.02,0.96605
10422,10010,0.145299145299145,0.282,22,28,0.21,8,0.2,0.71938
10422,10010,0.145299145299145,0.282,22,28,0.21,8,0.2,0.71938
10226,10010,0.173076923076923,0.236,35,367,-1,3,-0.62,0.11542
10226,10010,0.173076923076923,0.236,35,367,-1,3,-0.62,0.11542
10226,10010,0.173076923076923,0.236,35,367,-1,3,-0.62,0.11542
10167,10010,0.0495049504950495,0.255,74,371,-0.27,6,-0.15,0.68221
10167,10010,0.0495049504950495,0.255,74,371,-0.27,6,-0.15,0.68221
10435,10010,0.121739130434783,0.2,2,2,0.85,8,0.65,0.06973
10037,10010,0.142857142857143,0.223,41,366,-0.49,7,-0.36,0.43792
10037,10010,0.142857142857143,0.223,41,366,-0.49,7,-0.36,0.43792
10151,10010,0.129310344827586,0.196,226,369,-0.5,8,-0.42,0.40367
10151,10010,0.129310344827586,0.196,226,369,-0.5,8,-0.42,0.40367
10097,10010,0.295454545454545,0.268,108,371,-0.11,11,-0.06,0.82792
10182,10011,0.117021276595745,0.292,206,390,0.22,8,0.18,0.70555
10182,10011,0.117021276595745,0.292,206,390,0.22,8,0.18,0.70555
10174,10011,0.1375,0.2,3,3,0.37,6,0.19,0.58135
10174,10011,0.1375,0.2,3,3,0.37,6,0.19,0.58135
10071,10011,0.128712871287129,0.34,115,211,-0.24,9,-0.12,0.67699
